Job Title,Job Experience Required,Location,Functional Area,Industry,Role,Longitude,Latitude,sal,Year Bucket,Year bin
 Hiring .Net Developers for Hyderabad Location,3 - 6 yrs,Hyderabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,78.4740613,17.360589,5419,3,0-5
 Senior BI Cognos Developer,7 - 12 yrs,Mumbai,"IT Software - DBA , Datawarehousing","Recruitment, Staffing",Software Developer,72.8773928,19.0759899,4428,7,6-10
 Technical Support Engineer,2 - 5 yrs,Pune,IT Software - Other,"IT-Software, Software Services",Technical Support Engineer,73.8544541,18.521428,2457,2,0-5
 Senior Drupal Developer,5 - 10 yrs,Hyderabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,78.4740613,17.360589,2905,5,0-5
 Pre Sales Executive,2 - 4 yrs,Pune,"Sales , Retail , Business Development","Real Estate, Property",Pre Sales Consultant,73.8544541,18.521428,4474,2,0-5
 Head - Sales &amp; Strategy (telematics),7 - 12 yrs,Gurgaon,"Sales , Retail , Business Development","Internet, Ecommerce",Head/VP/GM/National Manager -Sales,77.00270015,28.42826235,4304,7,6-10
 Sales Engineers,1 - 2 yrs,Chennai,"Sales , Retail , Business Development","IT-Software, Software Services",Sales Executive/Officer,80.270186,13.0836939,3037,1,0-5
 Senior Laravel Developer,3 - 5 yrs,Ahmedabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,72.5797068,23.0216238,4403,3,0-5
 Hub-Incharge Bangalore,2 - 3 yrs,Bengaluru,Purchase / Logistics / Supply Chain,"Recruitment, Staffing",Logistics Manager,77.590082,12.9767936,6376,2,0-5
" QA - Associate , - Business - Operations - DM",3 - 5 yrs,Mumbai,"IT Software - Application Programming , Maintenance","Advertising, PR, MR, Event Management",Software Developer,72.8773928,19.0759899,2065,3,0-5
 Staff Nurse,2 - 5 yrs,Gurgaon,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Recruitment, Staffing",Nurse,77.00270015,28.42826235,1624,2,0-5
 Back Office Executive|data Entry Operators|domestic BPO,0 - 3 yrs,"Mumbai,Pune","ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Fresher,72.840292,18.9560691,4066,0,0-5
 Sr Equity Advisor - 5 nos,6 - 11 yrs,Ahmedabad,"Financial Services , Banking , Investments , Insurance","Banking, Financial Services, Broking",Equity Manager,72.5797068,23.0216238,3655,6,0-5
 Data Scientist - Sql/nosql,2 - 6 yrs,Mumbai,Analytics & Business Intelligence,"IT-Software, Software Services",Data Analyst,72.8773928,19.0759899,6276,2,0-5
 Hiring For Day Shift Non Voice Sal. Up To 24K,0 - 4 yrs,Gurgaon,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical),77.00270015,28.42826235,6458,0,0-5
 React.js Developer,1 - 3 yrs,Pune,"IT Software - Application Programming , Maintenance","Recruitment, Staffing",Software Developer,73.8544541,18.521428,1637,1,0-5
 Physics- TGT,2 - 5 yrs,Delhi,"Teaching , Education , Training , Counselling","Education, Teaching, Training",Physics Teacher,77.22193879999998,28.6517178,5805,2,0-5
 Technical Sales Executive -mumbai,2 - 7 yrs,Mumbai,Other,"Construction, Engineering, Cement, Metals",Other,72.8773928,19.0759899,2750,2,0-5
 Urgent Opening - Hp-ux Administrator,3 - 8 yrs,Delhi NCR,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",System Administrator,77.12121479999998,28.6882438,5404,3,0-5
 Support Executive,1 - 3 yrs,Mumbai,"Sales , Retail , Business Development","IT-Software, Software Services",Telesales/Telemarketing Executive/Officer,72.8773928,19.0759899,4775,1,0-5
 J. Stores - Manager,2 - 4 yrs,Pune,"HR , Recruitment , Administration , IR","Oil and Gas, Energy, Power, Infrastructure",Training Manager,73.8544541,18.521428,2509,2,0-5
 Product Manager,5 - 7 yrs,Bengaluru,"Marketing , Advertising , MR , PR , Media Planning","Banking, Financial Services, Broking",Product/Brand Manager,77.590082,12.9767936,2282,5,0-5
 Draughtsman,5 - 10 yrs,Mumbai,"Architecture , Interior Design","Recruitment, Staffing",Draughtsman,72.8773928,19.0759899,5829,5,0-5
 Senior Java Tech Lead - Spring Boot/ Data Structure,5 - 10 yrs,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Team Lead/Technical Lead,77.590082,12.9767936,5901,5,0-5
 BCOM (hiring for Top4) Internal Audit /compliance Call Vikas,2 - 7 yrs,"Delhi NCR,Gurgaon","Accounts , Finance , Tax , Company Secretary , Audit","Accounting, Finance",Accounts Executive/Accountant,77.10436033,28.42208445,3807,2,0-5
 ETL Datastage Developer,10 - 15 yrs,Hyderabad,"IT Software - DBA , Datawarehousing","IT-Software, Software Services",Software Developer,78.4740613,17.360589,2302,10,6-10
 Technical Lead,6 - 11 yrs,Bengaluru,IT Software - System Programming,"IT-Software, Software Services",Team Lead/Technical Lead,77.590082,12.9767936,5467,6,0-5
 Specialist - DV,4 - 8 yrs,Bengaluru,"IT Software - Application Programming , Maintenance","Accounting, Finance",Software Developer,77.590082,12.9767936,6808,4,0-5
" Office Assistant, Office Boy",0 - 2 yrs,Mumbai,Other,"Courier, Transportation, Freight , Warehousing",Other,72.8773928,19.0759899,5312,0,0-5
 MES camster/apriso/hydra engineer,2 - 6 yrs,Mumbai,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,72.8773928,19.0759899,3187,2,0-5
 HR PMO Professional,6 - 9 yrs,Pune,IT Software - Other,"IT-Software, Software Services",Project Manager-IT/Software,73.8544541,18.521428,6556,6,0-5
 Principal Consultant,0 - 4 yrs,Hyderabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Functional Outside Consultant,78.4740613,17.360589,2833,0,0-5
 Urgent Requirment For Central Processing Center- Mumbai,1 - 6 yrs,Mumbai,Other,"Banking, Financial Services, Broking",Other,72.8773928,19.0759899,4855,1,0-5
 Cognos TM1 Developer (4 6 years),6 - 11 yrs,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,77.590082,12.9767936,3584,6,0-5
 Smart Web Developer,1 - 5 yrs,Delhi,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,77.22193879999998,28.6517178,3400,1,0-5
 Manager- Compensation and Benefits,10 - 15 yrs,Mumbai,"HR , Recruitment , Administration , IR","Media, Entertainment, Internet",Pay Roll/Compensation Manager,72.8773928,19.0759899,1617,10,6-10
 Civil Architect,5 - 10 yrs,Mumbai,"Architecture , Interior Design","Strategy, Management Consulting Firms",Architect,72.8773928,19.0759899,4164,5,0-5
 Reconciliation Executive,0 - 2 yrs,Mumbai,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical),72.8773928,19.0759899,5777,0,0-5
 Oracle Sales Cloud Developer,3 - 8 yrs,Pune,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,73.8544541,18.521428,4016,3,0-5
 Opening For Sales and Marketing_nariman Point ,2 - 7 yrs,"Mumbai,Mumbai Suburbs","Sales , Retail , Business Development","Banking, Financial Services, Broking",Area Sales Manager,72.9249,19.0637885,3170,2,0-5
 Finance & OPS - Technical Consultant (dynamics Ax/365) @ Bangalore,2 - 7 yrs,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",ERP Consultant,77.590082,12.9767936,4922,2,0-5
 Business Development Manager-digital / Export,5 - 8 yrs,Noida,"Sales , Retail , Business Development","Internet, Ecommerce",Sales/Business Development Manager,77.3271074,28.5707841,5866,5,0-5
 Sr. Software Engineer,4 - 9 yrs,Hyderabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,78.4740613,17.360589,1515,4,0-5
 Website Designer,0 - 2 yrs,Gurgaon,"Design , Creative , User Experience","IT-Software, Software Services",Web Designer,77.00270015,28.42826235,1946,0,0-5
 Tech caller hiring a huge number of Executives.,2 - 5 yrs,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical),88.35769124,22.5414185,1511,2,0-5
